,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,Level of Engagement,class
928,1271,1271,keatingssixth,2023-03-24 20:27:43+00:00,3026,388,30,9,302585.0,"&amp; because ppl seem to keep forgetting…

It was never my “first” response. I spent DAYS trynna educate those gremlins on why being called a bedwench, f*ggot, bitch, talking about my “ran thru underage pussy” was foul, triggering, &amp; antiblack.

These responses made it worse.",3453,1
929,9910,9910,Italian347,2023-03-25 11:56:08+00:00,3173,153,109,13,145393.0,"Half of ""incel"" Twitter is just repressed homosexuals trying to tell other men that liking absolutely normal women is ""totally and absolutely a homo thing, dude""",3448,2
930,11211,11211,DrFolaseye,2023-03-27 08:20:41+00:00,2568,643,206,30,51672.0,"I dedicate my second fellowship as a Fellow of the west African college of Surgeons (FWACS) to all the Obidient who still believe that Nigeria will be great again and to all who lost their lives in this Obidient struggle, we will not back down on our mandate.The people have power https://t.co/CNX08qWBp0",3447,2
931,1022,1022,realciaramona,2023-03-24 11:56:15+00:00,2382,927,3,131,144263.0,a nigga will literally drag you through the mud sooo bad with no remorse &amp; once you do something they can’t take it. Just suddenly forget what they’ve ever done to you  &amp; start playing this weak ass victim role.. that’s sick!,3443,1
932,11229,11229,JabariBrisport,2023-03-31 11:24:23+00:00,2714,577,118,32,142328.0,"Charter schools don't outperform public schools.

If they did, rich white communities would demand them. They don't.

They simply fully fund their public schools. Every public school should get that.

We should neither raise the charter cap in NYC nor bring back zombie charters.",3441,2
933,1018,1018,KALIYAHSL,2023-03-24 18:52:40+00:00,2622,623,33,162,154619.0,the worst thing you can do is try to deal with a nigga that already got somebody he never leaving alone,3440,0
934,6638,6638,MeghUpdates,2023-03-30 16:11:48+00:00,2478,813,119,22,126207.0,"🚨 Violence, Arson, Unrest &amp; Tension

#RamNavami Celebrations Marred/Targeted 

Sambhaji Nagar, Howrah, Vadodara, Jalgaon

Property, Procession &amp; Police Vehicles Targeted

Who's to blame ?? Who's behind this ?? Why the hate ??",3432,2
935,4356,4356,imdatfeminist,2023-03-30 00:41:45+00:00,2727,677,2,25,91982.0,You don’t owe anyone who has ever taken you for granted a second chance. At all. “They didn’t know what they had..” WHY be okay with that? You knew what you had. You treated THEM with nothing but love and affection. Hold out for someone who looks at you and knows what they have.,3431,2
936,4489,4489,PrayTheRosary12,2023-03-30 00:35:22+00:00,2985,349,78,12,61638.0,"Holy Virgin Mary, you are reigning in glory, with Jesus, your Son. 
Remember us in our sadness. Look kindly on all who are suffering 
or fighting against any difficulty. 
Have pity on those who are separated from someone they love. 
Have pity on the loneliness of our hearts.… https://t.co/5y5CinPvqO",3424,2
937,9827,9827,durandbernarr,2023-03-31 20:31:21+00:00,3026,326,35,36,99307.0,"Things yo cousin did:

That. https://t.co/rU28uKTDMb",3423,2
938,4008,4008,Morpheusresist,2023-03-30 18:48:38+00:00,3101,282,30,6,191280.0,"A Great Separation is near.

Will you be found a slave?

Or will you be found strong and free?

Andrew Tate may be imprisoned for now, but he is free inside The Real World. https://t.co/6kyI0yUIAy",3419,2
939,7973,7973,Iixielogy,2023-03-26 13:33:55+00:00,2985,405,6,14,40136.0,the way absolutely nobody is making this a big deal except for *them* 😭 nobody is treating him mentioning felix like an achievement nobody is being weird y'all are just pissed off cause you realized you got no excuses to keep on justifying the mass hate you put skz through daily,3410,2
940,81,81,ImmuneHack,2023-03-27 10:24:40+00:00,2774,374,194,48,532480.0,"Blacks are less likely to: 
1. optimise their prenatal diet, exercise &amp; sleep
2. breastfeed
3. read to their kids
4. ensure their kids attend school, stay out of trouble &amp; are proficient at maths &amp; reading
5. do well on tests

But, expect equal representation at top universities!",3390,2
941,6822,6822,PIAD0S0,2023-03-31 18:21:12+00:00,2570,324,82,413,283439.0,Now y’all know I dont like LGBTQ dyke rap but this?? https://t.co/agrrG1lmrA,3389,0
942,7036,7036,MayoIsSpicyy,2023-03-25 20:11:04+00:00,2772,376,221,16,55652.0,"BREAKING NEWS: Dumb, cousin-fucking terrorists, hate being called, dumb, cousin-fucking terrorists.",3385,0
943,11526,11526,QasimRashid,2023-03-29 02:41:18+00:00,2465,862,34,16,74651.0,"In Idaho you can't donate organs from someone who died w/o their prior consent—but Idaho's new abortion bill would force an 11-year-old rape victim to have her rapists child w/o her consent.

In short, even a corpse in Idaho has more rights over its body than do women &amp; girls.😳",3377,2
944,9832,9832,highendhomo,2023-03-31 17:54:26+00:00,3053,303,7,10,89551.0,"britney spears wearing a custom rendition of chloé ss00 to the american music awards, 2000 https://t.co/5crto6X56R",3373,2
945,613,613,iShivanshiS,2023-03-28 22:55:00+00:00,2755,126,472,17,93957.0,I am a very black and white person living in a colourful world 🖤 Good morning 🖤 https://t.co/IcYywfBgdL,3370,2
946,4091,4091,_Miammey,2023-03-29 15:34:38+00:00,2878,307,41,134,29756.0,"I’m usually not that picky with animation, but what the fuck did they do https://t.co/33TY0qDtlO",3360,1
947,80,80,AmeshiaCross,2023-03-30 03:01:22+00:00,2527,742,48,28,256622.0,"I love Badu but she's wrong and proof that Black folks need Black history in school too. ""Stay Woke"" was coined by Lead Belly in the 1930s as an anthem or rallying cry against brutal treatment of Blacks up to and including lynching",3345,2
948,7767,7767,OhHeyDJ,2023-03-29 20:12:27+00:00,3205,129,7,2,67092.0,I know the answer to this. Y’all simply don’t want fat people to exist and I hate to tell you that’s just too damn bad. They’re gonna exist wether you like it or not. Worry about your own body and leave fat folks alone.,3343,0
949,10237,10237,Prolotario1,2023-03-29 19:27:02+00:00,2438,807,66,29,219565.0,Remember the 15 year old girl who was kidnapped at a Dallas Mavericks NBA game who turned up 200 miles away in a hotel where she was repeatedly raped? Her nudes were found online 11 days later by an anti child trafficking organization. The police did nothing. MSM did nothing.,3340,2
950,2645,2645,Prolotario1,2023-03-29 19:27:02+00:00,2438,807,66,29,219537.0,Remember the 15 year old girl who was kidnapped at a Dallas Mavericks NBA game who turned up 200 miles away in a hotel where she was repeatedly raped? Her nudes were found online 11 days later by an anti child trafficking organization. The police did nothing. MSM did nothing.,3340,2
951,8792,8792,m4retha,2023-03-31 05:39:11+00:00,2557,526,21,230,99050.0,"bro imagine finally being married to your partner.. waking up to see their face next to you, eating meals together while talking abt random things, going out and going back home together, having arguments but eventually make up for each other’s mistakes.. sounds like heaven to me",3334,2
952,5944,5944,Declaracion,2023-03-27 06:45:00+00:00,2236,959,107,29,95211.0,"Journalists, peaceful political opponents, critical citizens, lawyers, human rights defenders should be respected, not tried to be bought, not abducted nor arrested on trumped-up charges, censored, defamed, threatened, dismissed, forced into exile or killed. #HumanRights https://t.co/m5Ey19sbgo",3331,2
953,1909,1909,LaurenWalshArt,2023-03-27 17:51:04+00:00,3092,165,62,8,95584.0,With all these fucking TERFs claiming they “know what a woman looks like” I’m nervous about walking into a women’s bathroom now. I’m constantly worried that some Karen will harass me in the gym bathroom with their phone out for “not being a biological woman” because I’m 6’1”,3327,1
954,8406,8406,pjwbabysinger,2023-03-31 10:41:25+00:00,2386,875,2,61,26686.0,"Swag ✅
Hip hop ✅
Attractive handsome ✅
Vocal ✅
Park Jeongwoo has it all, literally all kill 

 https://t.co/wa6hSTuyfk",3324,2
955,7766,7766,whispersofstew,2023-03-29 13:20:16+00:00,3280,40,1,0,51864.0,"@CatchUpNetwork Y’all tell fat people to workout and when they do, y’all make fun. So it’d be easier to just say you hate fat people.",3321,0
956,62,62,Tomhennessey69,2023-03-28 20:53:51+00:00,2089,797,315,119,205622.0,"A Clerk has a medical emergency, the blacks in the store immediately rob the place instead of calling for help. #getawayfromthem https://t.co/cNnrYKOKjY",3320,2
957,11537,11537,Wizarab10,2023-03-31 09:37:26+00:00,2341,755,109,112,321370.0,"""Begging for sex is rape""

IT DEFINITELY ISNT RAPE. Begging someone for sex to the point they agree might be exhausting and unhealthy but it isn't rape. Rape has a clearly defined meaning.

So long as consent was affirmatively given, it isn't rape.",3317,2
958,11231,11231,GazetteNGR,2023-03-31 06:32:37+00:00,2354,808,123,29,137734.0,"Nigerians protest against Tinubu at White House; APC calls them 'losers'

https://t.co/Ui4cIcVlEZ",3314,2
959,2326,2326,VernonForGA,2023-03-28 12:56:45+00:00,2364,802,109,36,44137.0,"A transgender woman calling herself a man shot and killed nine people including three children.  This man/woman should be called out for committing a “hate” crime.  The spin is on gun control. BS!  #HateCrime by trans. No more; no less!

Where is the outcry and demonstrations… https://t.co/Hmn9a18Tmo",3311,2
960,5911,5911,VernonForGA,2023-03-28 12:56:45+00:00,2364,802,109,36,44136.0,"A transgender woman calling herself a man shot and killed nine people including three children.  This man/woman should be called out for committing a “hate” crime.  The spin is on gun control. BS!  #HateCrime by trans. No more; no less!

Where is the outcry and demonstrations… https://t.co/Hmn9a18Tmo",3311,2
961,8856,8856,jjay00007,2023-03-30 12:10:17+00:00,3116,174,12,2,61231.0,"""I am married"" – Davido confirms his marriage to Chioma
I’m so happy for them😍 https://t.co/aG2mrpwjmw",3304,2
962,10967,10967,leewylieboxing,2023-03-28 10:24:19+00:00,2768,395,49,83,225188.0,"Tank Davis has a knack for making punches aimed at the head first appear like they're going to the body. As opponents lower their guards or brace to protect their bodies, they leave themselves open upstairs. https://t.co/2VBFSEf3h2",3295,2
963,5348,5348,DeBeaudoir,2023-03-31 17:03:01+00:00,1779,1351,90,65,94373.0,"UK’s Brexit Trade Deal Could Flood Market with Dirty Palm Oil

Weakened due to Brexit, the UK has accepted Malaysia’s demands to reduce import tariffs on palm oil—a product linked to huge deforestation—from the current 12% to 0%. 

Me for @BylineTimes 

https://t.co/5dBEkmSgoS",3285,2
964,932,932,unforqettableE_,2023-03-29 23:33:12+00:00,1859,1269,1,154,162477.0,With or without a nigga MY BILLS GONE GET PAID! MY CHILD GONE GET TAKEN CARE OF! MY LIFE GONE BE GOOD !,3283,1
965,10744,10744,khunnnu_nt,2023-03-30 11:27:36+00:00,2499,734,3,47,34932.0,"Fourth was startled when he saw the female fan next to him (because Fourth thought the fan holding the fan would be the next to take a picture with GF) and then Fourth repeatedly apologized to the female fan. Very cute 💖

GEMINI FOURTH SO HOT
#BodyGlovexGeminiFourth https://t.co/ts8WenRePz",3283,2
966,9675,9675,jonrog1,2023-03-31 03:35:42+00:00,2500,751,15,15,50811.0,A staggering amount of this country's problems would be solved if we prosecuted white collar crime with the fervor and enthusiasm cops usually reserve for shooting sleeping innocent people during botched raids or those in mental health crisises.,3281,0
967,7494,7494,stallseok,2023-03-31 21:42:10+00:00,2873,376,23,7,59077.0,why do y’all think we losing sleep over this? this hasn’t been the first time kpop stans got corny and decided to band together to hate on bts nor will it be the last LMAOAOA. “dear army you must realize.. ” and i’m laughing . https://t.co/uClUESW9wU,3279,2
968,11508,11508,womenforchange5,2023-03-29 14:21:29+00:00,1316,1692,101,167,325008.0,"Thimna Kuze, 13, was raped and murdered in Khayelitsha on 25 March 2023. It is alleged that Thimna went to a sleepover at a friend's house. The friend’s uncle allegedly offered the girls alcohol and then continued to allegedly rape the five teenagers once they passed out. https://t.co/hxLYnpIf5P",3276,2
969,2614,2614,womenforchange5,2023-03-29 14:21:29+00:00,1316,1692,101,167,324729.0,"Thimna Kuze, 13, was raped and murdered in Khayelitsha on 25 March 2023. It is alleged that Thimna went to a sleepover at a friend's house. The friend’s uncle allegedly offered the girls alcohol and then continued to allegedly rape the five teenagers once they passed out. https://t.co/hxLYnpIf5P",3276,2
970,9985,9985,womenforchange5,2023-03-29 14:21:29+00:00,1316,1692,101,167,324943.0,"Thimna Kuze, 13, was raped and murdered in Khayelitsha on 25 March 2023. It is alleged that Thimna went to a sleepover at a friend's house. The friend’s uncle allegedly offered the girls alcohol and then continued to allegedly rape the five teenagers once they passed out. https://t.co/hxLYnpIf5P",3276,2
971,5874,5874,RabbiUkraine,2023-03-29 17:00:00+00:00,2413,757,73,29,140465.0,"I want to honor Boris Romanchenko, who survived the Nazi concentration camps at age 17.

He was killed by Russians during the #UkraineWar when his apartment in Kharkiv was hit by a Russian rocket. He was 96

May his memory be a blessing &amp; may we free the world from tyranny.🕯️ https://t.co/iz07k5zYOy",3272,2
972,9475,9475,CaelanConrad,2023-03-28 09:07:14+00:00,3087,139,25,5,286670.0,Jesus Christ 😭😭😭 the final episode of The Witch Trials of JK Rowling is so hilariously bad it’s like a parody of itself?!?!? Megan was like “u fags r gonna have egg on ur face when u hear how balanced it is after the last ep” and the questions are like:,3256,0
973,6945,6945,CaelanConrad,2023-03-28 09:07:14+00:00,3087,139,25,5,286666.0,Jesus Christ 😭😭😭 the final episode of The Witch Trials of JK Rowling is so hilariously bad it’s like a parody of itself?!?!? Megan was like “u fags r gonna have egg on ur face when u hear how balanced it is after the last ep” and the questions are like:,3256,0
974,7158,7158,sugabaddie,2023-03-27 03:56:30+00:00,2141,1089,18,8,129289.0,"I fucking hate that Peter Obi has to say this because GODDAMN TINUBU who ran on a Muslim-Muslim ticket with a clear agenda to Islamicize Nigeria via his running mate and the fucking audacity to even run an all Muslim ticket doesn’t have to clarify anything

This is discrimination",3256,0
975,3080,3080,CaelanConrad,2023-03-28 09:07:14+00:00,3087,139,25,5,286680.0,Jesus Christ 😭😭😭 the final episode of The Witch Trials of JK Rowling is so hilariously bad it’s like a parody of itself?!?!? Megan was like “u fags r gonna have egg on ur face when u hear how balanced it is after the last ep” and the questions are like:,3256,0
